Episode,NumGreen,NumYellow,NumRed,NumWaste,WasteLeft,DisposedWaste,TotalReward,AvgActorLoss,AvgCriticLoss,AvgEntropy
19254,1,1,1,8.6,0,0,63.72,-0.0117,2.8761,1.1371
19255,1,1,1,12.4,0,0,86.41,-0.0117,2.8761,1.1371
19256,1,1,1,8.8,0,0,36.53,-0.0117,2.6433,1.1506
19257,1,1,1,9.8,0,0,96.69,-0.0117,2.6433,1.1506
19258,1,1,1,11.8,0,0,73.53,-0.0117,2.6433,1.1506
19259,1,1,1,10.0,0,0,88.80,-0.0115,2.8492,1.1249
19260,1,1,1,11.2,0,0,119.22,-0.0115,2.8492,1.1249
19261,1,1,1,12.1,0,0,117.06,-0.0115,2.8492,1.1249
19262,1,1,1,9.9,0,0,83.57,-0.0115,3.1846,1.1230
19263,1,1,1,9.2,0,0,36.94,-0.0115,3.1846,1.1230
19264,1,1,1,11.2,0,0,89.96,-0.0115,3.1846,1.1230
19265,1,1,1,10.5,0,0,81.48,-0.0115,2.6770,1.1377
19266,1,1,1,9.1,0,0,73.86,-0.0115,2.6770,1.1377
19267,1,1,1,9.1,0,0,90.76,-0.0115,2.6770,1.1377
19268,1,1,1,9.9,0,0,81.20,-0.0115,2.6131,1.1306
19269,1,1,1,10.0,0,0,80.24,-0.0115,2.6131,1.1306
19270,1,1,1,11.4,0,0,83.18,-0.0115,2.6131,1.1306
19271,1,1,1,11.6,0,0,94.59,-0.0115,3.6263,1.1248
19272,1,1,1,8.5,0,0,65.09,-0.0115,3.6263,1.1248
19273,1,1,1,10.5,0,0,84.54,-0.0115,3.6263,1.1248
19274,1,1,1,11.2,0,0,90.03,-0.0113,3.1843,1.1067
19275,1,1,1,10.2,0,0,95.66,-0.0113,3.1843,1.1067
19276,1,1,1,9.5,0,0,79.23,-0.0113,3.1843,1.1067
19277,1,1,1,8.9,0,0,60.97,-0.0114,2.9850,1.1161
19278,1,1,1,9.2,0,0,98.15,-0.0114,2.9850,1.1161
19279,1,1,1,11.1,0,0,93.22,-0.0114,2.9850,1.1161
19280,1,1,1,10.0,0,0,92.14,-0.0114,3.7662,1.1039
19281,1,1,1,11.0,0,0,124.59,-0.0114,3.7662,1.1039
19282,1,1,1,9.9,0,0,107.63,-0.0114,3.7662,1.1039
19283,1,1,1,9.1,0,0,98.49,-0.0114,3.7325,1.1245
19284,1,1,1,9.8,0,0,103.97,-0.0114,3.7325,1.1245
19285,1,1,1,9.4,0,0,88.92,-0.0114,3.7325,1.1245
19286,1,1,1,10.9,0,0,100.31,-0.0109,3.7186,1.0778
19287,1,1,1,10.1,0,0,100.12,-0.0109,3.7186,1.0778
19288,1,1,1,10.9,0,0,89.48,-0.0109,3.7186,1.0778
19289,1,1,1,10.1,0,0,100.01,-0.0111,3.8402,1.0930
19290,1,1,1,9.9,0,0,102.67,-0.0111,3.8402,1.0930
19291,1,1,1,9.4,0,0,96.22,-0.0111,3.8402,1.0930
19292,1,1,1,9.0,0,0,62.44,-0.0111,2.6219,1.0980
19293,1,1,1,9.1,0,0,52.08,-0.0111,2.6219,1.0980
19294,1,1,1,9.6,0,0,77.64,-0.0111,2.6219,1.0980
19295,1,1,1,8.6,0,0,66.69,-0.0114,2.7036,1.1003
19296,1,1,1,10.0,0,0,105.47,-0.0114,2.7036,1.1003
19297,1,1,1,8.4,0,0,86.53,-0.0114,2.7036,1.1003
19298,1,1,1,8.2,0,0,74.00,-0.0111,2.7453,1.0902
19299,1,1,1,9.2,0,0,56.84,-0.0111,2.7453,1.0902
19300,1,1,1,10.5,0,0,77.57,-0.0111,2.7453,1.0902
19301,1,1,1,9.8,0,0,95.63,-0.0112,2.6319,1.1046
19302,1,1,1,9.5,0,0,99.18,-0.0112,2.6319,1.1046
19303,1,1,1,10.4,0,0,110.28,-0.0112,2.6319,1.1046
19304,1,1,1,8.9,0,0,75.66,-0.0112,3.6467,1.1090
19305,1,1,1,9.0,0,0,94.31,-0.0112,3.6467,1.1090
19306,1,1,1,9.8,0,0,102.59,-0.0112,3.6467,1.1090
19307,1,1,1,10.5,0,0,117.86,-0.0110,3.1747,1.0900
19308,1,1,1,11.4,0,0,100.64,-0.0110,3.1747,1.0900
19309,1,1,1,9.9,0,0,104.28,-0.0110,3.1747,1.0900
19310,1,1,1,11.9,0,0,106.69,-0.0111,4.4644,1.0867
19311,1,1,1,10.2,0,0,105.32,-0.0111,4.4644,1.0867
19312,1,1,1,9.4,0,0,80.56,-0.0111,4.4644,1.0867
19313,1,1,1,9.0,0,0,94.93,-0.0113,3.8822,1.1015
19314,1,1,1,9.5,0,0,95.01,-0.0113,3.8822,1.1015
19315,1,1,1,9.4,0,0,89.08,-0.0113,3.8822,1.1015
19316,1,1,1,8.9,0,0,100.57,-0.0112,3.5917,1.1150
19317,1,1,1,9.5,0,0,96.96,-0.0112,3.5917,1.1150
19318,1,1,1,9.1,0,0,80.58,-0.0112,3.5917,1.1150
19319,1,1,1,11.1,0,0,99.96,-0.0111,3.4798,1.0812
19320,1,1,1,11.6,0,0,100.04,-0.0111,3.4798,1.0812
19321,1,1,1,11.2,0,0,119.39,-0.0111,3.4798,1.0812
19322,1,1,1,10.0,0,0,103.81,-0.0110,3.8753,1.0873
19323,1,1,1,9.0,0,0,98.58,-0.0110,3.8753,1.0873
19324,1,1,1,9.5,0,0,99.06,-0.0110,3.8753,1.0873
19325,1,1,1,8.6,0,0,83.12,-0.0113,2.3586,1.1211
19326,1,1,1,9.4,0,0,93.23,-0.0113,2.3586,1.1211
19327,1,1,1,8.2,0,0,94.03,-0.0113,2.3586,1.1211
19328,1,1,1,9.4,0,0,104.14,-0.0110,2.5280,1.0862
19329,1,1,1,8.4,0,0,92.41,-0.0110,2.5280,1.0862
19330,1,1,1,9.0,0,0,85.49,-0.0110,2.5280,1.0862
19331,1,1,1,11.5,0,0,109.24,-0.0113,2.7112,1.1116
19332,1,1,1,11.1,0,0,124.59,-0.0113,2.7112,1.1116
19333,1,1,1,9.1,0,0,94.77,-0.0113,2.7112,1.1116
19334,1,1,1,11.9,0,0,84.04,-0.0112,3.2677,1.1022
19335,1,1,1,11.1,0,0,116.45,-0.0112,3.2677,1.1022
19336,1,1,1,11.2,0,0,111.20,-0.0112,3.2677,1.1022
19337,1,1,1,10.8,0,0,96.66,-0.0110,4.5437,1.0880
19338,1,1,1,10.8,0,0,112.88,-0.0110,4.5437,1.0880
19339,1,1,1,7.9,0,0,67.43,-0.0110,4.5437,1.0880
19340,1,1,1,10.6,0,0,87.93,-0.0114,2.9111,1.1365
19341,1,1,1,11.2,0,0,117.22,-0.0114,2.9111,1.1365
19342,1,1,1,10.4,0,0,106.82,-0.0114,2.9111,1.1365
19343,1,1,1,10.4,0,0,113.81,-0.0113,3.9279,1.1055
19344,1,1,1,10.5,0,0,115.37,-0.0113,3.9279,1.1055
19345,1,1,1,8.9,0,0,91.40,-0.0113,3.9279,1.1055
19345,1,1,1,9.8,0,0,106.29,nan,nan,nan
19346,1,1,1,8.6,0,0,94.80,-0.0119,2.4639,1.0936
19347,1,1,1,10.1,0,0,92.25,-0.0119,2.4639,1.0936
19348,1,1,1,9.6,0,0,93.61,-0.0119,2.4639,1.0936
19349,1,1,1,11.5,0,0,116.68,-0.0114,3.5296,1.1035
19350,1,1,1,9.8,0,0,109.24,-0.0114,3.5296,1.1035
19351,1,1,1,8.1,0,0,75.61,-0.0114,3.5296,1.1035
19352,1,1,1,9.9,0,0,101.63,-0.0111,2.4375,1.0836
19353,1,1,1,8.8,0,0,93.49,-0.0111,2.4375,1.0836
19354,1,1,1,10.4,0,0,76.89,-0.0111,2.4375,1.0836
19355,1,1,1,10.5,0,0,116.45,-0.0110,3.3149,1.0708
19356,1,1,1,10.5,0,0,79.52,-0.0110,3.3149,1.0708
19357,1,1,1,8.0,0,0,76.40,-0.0110,3.3149,1.0708
19358,1,1,1,8.9,0,0,89.18,-0.0110,2.3802,1.0744
19359,1,1,1,11.0,0,0,124.27,-0.0110,2.3802,1.0744
19360,1,1,1,9.0,0,0,63.00,-0.0110,2.3802,1.0744
19361,1,1,1,9.5,0,0,90.50,-0.0108,3.1713,1.0596
19362,1,1,1,10.0,0,0,97.15,-0.0108,3.1713,1.0596
19363,1,1,1,11.9,0,0,133.84,-0.0108,3.1713,1.0596
19364,1,1,1,10.5,0,0,93.52,-0.0108,3.7165,1.0736
19365,1,1,1,9.8,0,0,94.17,-0.0108,3.7165,1.0736
19366,1,1,1,10.9,0,0,103.66,-0.0108,3.7165,1.0736
19367,1,1,1,10.4,0,0,112.82,-0.0110,2.6668,1.0925
19368,1,1,1,10.6,0,0,71.89,-0.0110,2.6668,1.0925
19369,1,1,1,10.1,0,0,107.11,-0.0110,2.6668,1.0925
19370,1,1,1,10.4,0,0,104.44,-0.0109,3.3489,1.0751
19371,1,1,1,10.4,0,0,93.50,-0.0109,3.3489,1.0751
19372,1,1,1,11.8,0,0,114.86,-0.0109,3.3489,1.0751
19373,1,1,1,11.2,0,0,101.28,-0.0112,3.0096,1.0952
19374,1,1,1,11.1,0,0,112.45,-0.0112,3.0096,1.0952
19375,1,1,1,10.9,0,0,117.84,-0.0112,3.0096,1.0952
19376,1,1,1,11.8,0,0,101.51,-0.0110,3.3378,1.0836
19377,1,1,1,9.5,0,0,92.55,-0.0110,3.3378,1.0836
19378,1,1,1,9.0,0,0,99.01,-0.0110,3.3378,1.0836
19379,1,1,1,8.6,0,0,83.15,-0.0112,2.5318,1.1049
19380,1,1,1,10.0,0,0,100.40,-0.0112,2.5318,1.1049
19381,1,1,1,10.4,0,0,95.46,-0.0112,2.5318,1.1049
19382,1,1,1,9.2,0,0,77.09,-0.0113,3.1873,1.1078
19383,1,1,1,9.9,0,0,99.72,-0.0113,3.1873,1.1078
19384,1,1,1,8.2,0,0,79.43,-0.0113,3.1873,1.1078
19385,1,1,1,8.2,0,0,84.21,-0.0113,2.2680,1.1106
19386,1,1,1,9.2,0,0,87.30,-0.0113,2.2680,1.1106
19387,1,1,1,10.8,0,0,120.60,-0.0113,2.2680,1.1106
19388,1,1,1,10.1,0,0,85.72,-0.0112,2.4389,1.1008
19389,1,1,1,10.0,0,0,91.11,-0.0112,2.4389,1.1008
19390,1,1,1,10.6,0,0,105.24,-0.0112,2.4389,1.1008
19391,1,1,1,8.8,0,0,102.12,-0.0111,2.6786,1.1021
19392,1,1,1,11.2,0,0,116.66,-0.0111,2.6786,1.1021
19393,1,1,1,9.0,0,0,97.42,-0.0111,2.6786,1.1021
19394,1,1,1,11.1,0,0,123.95,-0.0109,2.3187,1.0793
19395,1,1,1,9.8,0,0,105.12,-0.0109,2.3187,1.0793
19396,1,1,1,8.4,0,0,89.79,-0.0109,2.3187,1.0793
19397,1,1,1,9.2,0,0,103.38,-0.0112,2.2428,1.0984
19398,1,1,1,8.9,0,0,87.40,-0.0112,2.2428,1.0984
19399,1,1,1,10.6,0,0,94.29,-0.0112,2.2428,1.0984
19400,1,1,1,9.5,0,0,93.43,-0.0111,2.5411,1.0902
19401,1,1,1,11.1,0,0,95.88,-0.0111,2.5411,1.0902
19402,1,1,1,8.8,0,0,98.32,-0.0111,2.5411,1.0902
19403,1,1,1,10.9,0,0,110.24,-0.0110,2.9557,1.0848
19404,1,1,1,9.9,0,0,92.14,-0.0110,2.9557,1.0848
19405,1,1,1,11.8,0,0,115.62,-0.0110,2.9557,1.0848
19406,1,1,1,9.1,0,0,99.34,-0.0113,3.3678,1.0949
19407,1,1,1,9.0,0,0,99.67,-0.0113,3.3678,1.0949
19408,1,1,1,9.9,0,0,109.71,-0.0113,3.3678,1.0949
19409,1,1,1,9.0,0,0,84.63,-0.0111,2.0936,1.0981
19410,1,1,1,10.2,0,0,105.23,-0.0111,2.0936,1.0981
19411,1,1,1,10.1,0,0,113.90,-0.0111,2.0936,1.0981
19412,1,1,1,10.1,0,0,93.47,-0.0110,2.8476,1.0752
19413,1,1,1,11.4,0,0,130.25,-0.0110,2.8476,1.0752
19414,1,1,1,8.5,0,0,92.10,-0.0110,2.8476,1.0752
19415,1,1,1,11.8,0,0,123.64,-0.0111,3.0225,1.0797
19416,1,1,1,9.0,0,0,92.04,-0.0111,3.0225,1.0797
19417,1,1,1,10.1,0,0,96.01,-0.0111,3.0225,1.0797
19418,1,1,1,10.1,0,0,113.16,-0.0109,2.4832,1.0750
19419,1,1,1,11.1,0,0,117.76,-0.0109,2.4832,1.0750
19420,1,1,1,9.5,0,0,79.72,-0.0109,2.4832,1.0750
19421,1,1,1,10.8,0,0,117.32,-0.0110,3.1743,1.0881
19422,1,1,1,10.1,0,0,107.01,-0.0110,3.1743,1.0881
19423,1,1,1,10.2,0,0,109.94,-0.0110,3.1743,1.0881
19424,1,1,1,11.0,0,0,95.48,-0.0111,2.9949,1.0934
19425,1,1,1,10.1,0,0,106.93,-0.0111,2.9949,1.0934
19426,1,1,1,9.9,0,0,98.20,-0.0111,2.9949,1.0934
19427,1,1,1,9.1,0,0,102.15,-0.0109,2.6229,1.0720
19428,1,1,1,10.5,0,0,110.93,-0.0109,2.6229,1.0720
19429,1,1,1,11.9,0,0,134.32,-0.0109,2.6229,1.0720
19430,1,1,1,12.2,0,0,104.66,-0.0105,4.5987,1.0207
19431,1,1,1,9.4,0,0,102.76,-0.0105,4.5987,1.0207
19432,1,1,1,10.1,0,0,112.62,-0.0105,4.5987,1.0207
19433,1,1,1,8.9,0,0,101.46,-0.0108,2.8882,1.0665
19434,1,1,1,9.5,0,0,107.37,-0.0108,2.8882,1.0665
19435,1,1,1,8.0,0,0,80.27,-0.0108,2.8882,1.0665
19436,1,1,1,10.2,0,0,101.56,-0.0106,3.3350,1.0424
19437,1,1,1,10.0,0,0,96.08,-0.0106,3.3350,1.0424
19438,1,1,1,10.9,0,0,104.93,-0.0106,3.3350,1.0424
19439,1,1,1,10.0,0,0,106.86,-0.0107,3.4136,1.0421
19440,1,1,1,9.4,0,0,99.09,-0.0107,3.4136,1.0421
19441,1,1,1,9.6,0,0,103.29,-0.0107,3.4136,1.0421
19442,1,1,1,10.8,0,0,105.56,-0.0108,3.1740,1.0656
19443,1,1,1,10.2,0,0,99.13,-0.0108,3.1740,1.0656
19444,1,1,1,9.6,0,0,65.55,-0.0108,3.1740,1.0656
19445,1,1,1,10.0,0,0,87.72,-0.0104,3.3463,1.0141
19446,1,1,1,9.1,0,0,68.98,-0.0104,3.3463,1.0141
19447,1,1,1,9.0,0,0,68.92,-0.0104,3.3463,1.0141
19448,1,1,1,9.6,0,0,102.50,-0.0105,2.7156,1.0246
19449,1,1,1,12.9,0,0,115.77,-0.0105,2.7156,1.0246
19450,1,1,1,9.6,0,0,66.20,-0.0105,2.7156,1.0246
19451,1,1,1,10.5,0,0,107.48,-0.0106,3.4386,1.0338
19452,1,1,1,9.6,0,0,104.54,-0.0106,3.4386,1.0338
19453,1,1,1,9.9,0,0,90.97,-0.0106,3.4386,1.0338
19454,1,1,1,10.6,0,0,106.94,-0.0106,3.5224,1.0443
19455,1,1,1,11.5,0,0,123.96,-0.0106,3.5224,1.0443
19456,1,1,1,12.4,0,0,143.78,-0.0106,3.5224,1.0443
19457,1,1,1,8.5,0,0,90.32,-0.0107,3.6471,1.0505
19458,1,1,1,9.8,0,0,87.09,-0.0107,3.6471,1.0505
19459,1,1,1,9.2,0,0,81.52,-0.0107,3.6471,1.0505
19460,1,1,1,11.5,0,0,98.64,-0.0106,3.1120,1.0336
19461,1,1,1,9.6,0,0,90.26,-0.0106,3.1120,1.0336
19462,1,1,1,8.6,0,0,90.90,-0.0106,3.1120,1.0336
19463,1,1,1,9.4,0,0,96.97,-0.0107,3.0147,1.0452
19464,1,1,1,9.0,0,0,97.99,-0.0107,3.0147,1.0452
19465,1,1,1,12.1,0,0,127.59,-0.0107,3.0147,1.0452
19466,1,1,1,9.2,0,0,86.92,-0.0108,3.1821,1.0584
19467,1,1,1,10.1,0,0,113.41,-0.0108,3.1821,1.0584
19468,1,1,1,10.0,0,0,91.24,-0.0108,3.1821,1.0584
19469,1,1,1,7.5,0,0,65.99,-0.0112,2.4837,1.1015
19470,1,1,1,12.8,0,0,128.73,-0.0112,2.4837,1.1015
19471,1,1,1,10.0,0,0,98.02,-0.0112,2.4837,1.1015
19472,1,1,1,9.1,0,0,95.91,-0.0113,2.7196,1.1086
19473,1,1,1,9.0,0,0,89.61,-0.0113,2.7196,1.1086
19474,1,1,1,10.9,0,0,118.66,-0.0113,2.7196,1.1086
19475,1,1,1,12.5,0,0,143.87,-0.0114,3.1455,1.0962
19476,1,1,1,9.2,0,0,100.01,-0.0114,3.1455,1.0962
19477,1,1,1,9.0,0,0,98.20,-0.0114,3.1455,1.0962
19478,1,1,1,8.8,0,0,85.48,-0.0113,2.1961,1.1170
19479,1,1,1,10.4,0,0,116.57,-0.0113,2.1961,1.1170
19480,1,1,1,11.5,0,0,130.90,-0.0113,2.1961,1.1170
19481,1,1,1,11.2,0,0,107.15,-0.0110,3.4630,1.0821
19482,1,1,1,10.1,0,0,113.89,-0.0110,3.4630,1.0821
19483,1,1,1,9.5,0,0,106.20,-0.0110,3.4630,1.0821
19484,1,1,1,10.4,0,0,89.59,-0.0110,2.7967,1.0662
19485,1,1,1,11.0,0,0,124.63,-0.0110,2.7967,1.0662
19486,1,1,1,10.9,0,0,105.68,-0.0110,2.7967,1.0662
19487,1,1,1,9.6,0,0,101.26,-0.0109,2.8210,1.0820
19488,1,1,1,9.5,0,0,100.45,-0.0109,2.8210,1.0820
19489,1,1,1,8.6,0,0,82.97,-0.0109,2.8210,1.0820
19490,1,1,1,8.8,0,0,85.33,-0.0113,2.0156,1.1139
19491,1,1,1,11.5,0,0,95.11,-0.0113,2.0156,1.1139
19492,1,1,1,10.2,0,0,113.72,-0.0113,2.0156,1.1139
19493,1,1,1,8.1,0,0,87.34,-0.0112,2.6023,1.0999
19494,1,1,1,11.1,0,0,90.98,-0.0112,2.6023,1.0999
19495,1,1,1,8.8,0,0,86.13,-0.0112,2.6023,1.0999
19496,1,1,1,9.2,0,0,91.34,-0.0111,2.9767,1.0818
19497,1,1,1,9.9,0,0,79.92,-0.0111,2.9767,1.0818
19498,1,1,1,11.6,0,0,118.40,-0.0111,2.9767,1.0818
19499,1,1,1,9.1,0,0,93.28,-0.0114,3.3790,1.1027
19500,1,1,1,9.1,0,0,79.88,-0.0114,3.3790,1.1027
19501,1,1,1,11.1,0,0,128.69,-0.0114,3.3790,1.1027
19502,1,1,1,10.1,0,0,101.23,-0.0110,2.6517,1.0962
19503,1,1,1,9.8,0,0,98.55,-0.0110,2.6517,1.0962
19504,1,1,1,8.6,0,0,77.19,-0.0110,2.6517,1.0962
19505,1,1,1,10.6,0,0,95.01,-0.0114,2.4594,1.1230
19506,1,1,1,9.2,0,0,77.33,-0.0114,2.4594,1.1230
19507,1,1,1,10.9,0,0,104.82,-0.0114,2.4594,1.1230
19508,1,1,1,7.2,0,0,29.06,-0.0111,2.4377,1.0913
19509,1,1,1,9.1,0,0,82.82,-0.0111,2.4377,1.0913
19510,1,1,1,10.1,0,0,66.57,-0.0111,2.4377,1.0913
19511,1,1,1,8.0,0,0,66.72,-0.0113,2.2227,1.1053
19512,1,1,1,10.9,0,0,85.86,-0.0113,2.2227,1.1053
19513,1,1,1,9.4,0,0,58.94,-0.0113,2.2227,1.1053
19514,1,1,1,9.4,0,0,106.00,-0.0110,2.9302,1.0725
19515,1,1,1,10.8,0,0,104.20,-0.0110,2.9302,1.0725
19516,1,1,1,10.0,0,0,106.00,-0.0110,2.9302,1.0725
19517,1,1,1,7.5,0,0,64.12,-0.0112,3.3494,1.1030
19518,1,1,1,8.6,0,0,79.90,-0.0112,3.3494,1.1030
19519,1,1,1,12.2,0,0,100.47,-0.0112,3.3494,1.1030
19520,1,1,1,13.0,0,0,82.18,-0.0111,3.5142,1.0850
19521,1,1,1,11.0,0,0,92.79,-0.0111,3.5142,1.0850
19522,1,1,1,9.9,0,0,95.53,-0.0111,3.5142,1.0850
19523,1,1,1,7.9,0,0,64.72,-0.0110,3.9523,1.0844
19524,1,1,1,8.6,0,0,71.18,-0.0110,3.9523,1.0844
19525,1,1,1,11.1,0,0,83.45,-0.0110,3.9523,1.0844
19526,1,1,1,10.1,0,0,93.37,-0.0112,3.7851,1.0920
19527,1,1,1,9.0,0,0,92.22,-0.0112,3.7851,1.0920
19528,1,1,1,11.0,0,0,108.87,-0.0112,3.7851,1.0920
19529,1,1,1,8.1,0,0,92.71,-0.0111,2.8111,1.0960
19530,1,1,1,12.8,0,0,137.51,-0.0111,2.8111,1.0960
19531,1,1,1,9.5,0,0,64.47,-0.0111,2.8111,1.0960
19532,1,1,1,10.8,0,0,87.00,-0.0110,4.5241,1.0940
19533,1,1,1,9.9,0,0,86.38,-0.0110,4.5241,1.0940
19534,1,1,1,9.1,0,0,88.84,-0.0110,4.5241,1.0940
19535,1,1,1,10.9,0,0,109.88,-0.0114,2.9316,1.1235
19536,1,1,1,9.4,0,0,99.02,-0.0114,2.9316,1.1235
19537,1,1,1,8.8,0,0,92.68,-0.0114,2.9316,1.1235
19538,1,1,1,10.4,0,0,103.16,-0.0115,3.2741,1.1345
19539,1,1,1,8.2,0,0,89.08,-0.0115,3.2741,1.1345
19540,1,1,1,8.9,0,0,88.14,-0.0115,3.2741,1.1345
19541,1,1,1,9.1,0,0,72.39,-0.0115,3.2961,1.1342
19542,1,1,1,9.5,0,0,83.07,-0.0115,3.2961,1.1342
19543,1,1,1,9.4,0,0,104.50,-0.0115,3.2961,1.1342
19544,1,1,1,9.8,0,0,110.68,-0.0115,2.8231,1.1361
19545,1,1,1,8.9,0,0,100.53,-0.0115,2.8231,1.1361
19546,1,1,1,9.0,0,0,95.83,-0.0115,2.8231,1.1361
19547,1,1,1,9.8,0,0,105.68,-0.0115,3.2234,1.1254
19548,1,1,1,10.2,0,0,115.19,-0.0115,3.2234,1.1254
19549,1,1,1,10.5,0,0,100.21,-0.0115,3.2234,1.1254
19550,1,1,1,11.2,0,0,125.62,-0.0113,3.4651,1.1144
19551,1,1,1,8.1,0,0,71.47,-0.0113,3.4651,1.1144
19552,1,1,1,10.5,0,0,116.98,-0.0113,3.4651,1.1144
19553,1,1,1,9.4,0,0,101.65,-0.0113,3.6758,1.1147
19554,1,1,1,8.8,0,0,75.55,-0.0113,3.6758,1.1147
19555,1,1,1,10.5,0,0,117.89,-0.0113,3.6758,1.1147
19556,1,1,1,9.5,0,0,96.39,-0.0113,2.0754,1.1185
19557,1,1,1,10.1,0,0,109.71,-0.0113,2.0754,1.1185
19558,1,1,1,8.8,0,0,80.61,-0.0113,2.0754,1.1185
19559,1,1,1,11.5,0,0,106.31,-0.0115,3.0502,1.1429
19560,1,1,1,10.1,0,0,66.26,-0.0115,3.0502,1.1429
19561,1,1,1,9.6,0,0,88.99,-0.0115,3.0502,1.1429
19562,1,1,1,11.1,0,0,115.46,-0.0112,3.8265,1.1053
19563,1,1,1,9.8,0,0,110.96,-0.0112,3.8265,1.1053
19564,1,1,1,9.1,0,0,95.98,-0.0112,3.8265,1.1053
19565,1,1,1,8.2,0,0,84.97,-0.0114,3.0041,1.1224
19566,1,1,1,10.2,0,0,113.95,-0.0114,3.0041,1.1224
19567,1,1,1,11.1,0,0,99.49,-0.0114,3.0041,1.1224
19568,1,1,1,11.5,0,0,120.40,-0.0111,4.1856,1.0911
19569,1,1,1,9.9,0,0,95.97,-0.0111,4.1856,1.0911
19570,1,1,1,9.4,0,0,90.06,-0.0111,4.1856,1.0911
19571,1,1,1,9.5,0,0,94.24,-0.0116,2.8349,1.1437
19572,1,1,1,7.6,0,0,79.53,-0.0116,2.8349,1.1437
19573,1,1,1,9.4,0,0,94.26,-0.0116,2.8349,1.1437
19574,1,1,1,11.5,0,0,88.22,-0.0113,3.1698,1.1162
19575,1,1,1,9.5,0,0,97.66,-0.0113,3.1698,1.1162
19576,1,1,1,12.1,0,0,122.82,-0.0113,3.1698,1.1162
19577,1,1,1,7.9,0,0,90.95,-0.0115,3.2665,1.1205
19578,1,1,1,8.1,0,0,87.84,-0.0115,3.2665,1.1205
19579,1,1,1,9.4,0,0,76.67,-0.0115,3.2665,1.1205
19580,1,1,1,8.4,0,0,90.64,-0.0113,3.1415,1.1180
19581,1,1,1,9.6,0,0,107.00,-0.0113,3.1415,1.1180
19582,1,1,1,13.5,0,0,134.48,-0.0113,3.1415,1.1180
19583,1,1,1,9.5,0,0,107.89,-0.0112,3.7033,1.0938
19584,1,1,1,8.4,0,0,87.42,-0.0112,3.7033,1.0938
19585,1,1,1,10.5,0,0,122.23,-0.0112,3.7033,1.0938
19586,1,1,1,7.8,0,0,79.17,-0.0112,1.8101,1.1112
19587,1,1,1,9.5,0,0,104.73,-0.0112,1.8101,1.1112
19588,1,1,1,10.6,0,0,107.55,-0.0112,1.8101,1.1112
19589,1,1,1,11.2,0,0,130.35,-0.0109,3.4281,1.0826
19590,1,1,1,11.1,0,0,129.07,-0.0109,3.4281,1.0826
19591,1,1,1,9.2,0,0,97.34,-0.0109,3.4281,1.0826
19592,1,1,1,8.4,0,0,83.04,-0.0112,2.4450,1.0984
19593,1,1,1,8.5,0,0,89.74,-0.0112,2.4450,1.0984
19594,1,1,1,9.2,0,0,88.29,-0.0112,2.4450,1.0984
19595,1,1,1,9.8,0,0,105.70,-0.0115,2.8883,1.1210
19596,1,1,1,7.8,0,0,79.70,-0.0115,2.8883,1.1210
19597,1,1,1,9.5,0,0,100.01,-0.0115,2.8883,1.1210
19598,1,1,1,9.5,0,0,112.11,-0.0113,2.1562,1.1105
19599,1,1,1,9.6,0,0,103.48,-0.0113,2.1562,1.1105
19600,1,1,1,11.4,0,0,111.72,-0.0113,2.1562,1.1105
19601,1,1,1,9.5,0,0,106.50,-0.0111,3.7433,1.0847
19602,1,1,1,9.2,0,0,101.17,-0.0111,3.7433,1.0847
19603,1,1,1,10.9,0,0,106.21,-0.0111,3.7433,1.0847
19604,1,1,1,9.6,0,0,72.65,-0.0114,2.4052,1.1084
19605,1,1,1,9.8,0,0,67.83,-0.0114,2.4052,1.1084
19606,1,1,1,7.8,0,0,78.97,-0.0114,2.4052,1.1084
19607,1,1,1,9.6,0,0,100.65,-0.0111,2.6466,1.0850
19608,1,1,1,8.8,0,0,91.14,-0.0111,2.6466,1.0850
19609,1,1,1,10.1,0,0,102.82,-0.0111,2.6466,1.0850
19609,1,1,1,8.4,0,0,90.30,nan,nan,nan
19610,1,1,1,9.4,0,0,103.90,-0.0117,1.9539,1.0732
19611,1,1,1,11.2,0,0,123.01,-0.0117,1.9539,1.0732
19612,1,1,1,11.2,0,0,117.08,-0.0117,1.9539,1.0732
19613,1,1,1,9.5,0,0,103.96,-0.0109,3.1936,1.0660
19614,1,1,1,10.1,0,0,111.87,-0.0109,3.1936,1.0660
19615,1,1,1,9.2,0,0,84.43,-0.0109,3.1936,1.0660
19616,1,1,1,12.1,0,0,110.32,-0.0109,3.3988,1.0623
19617,1,1,1,9.9,0,0,82.14,-0.0109,3.3988,1.0623
19618,1,1,1,9.5,0,0,100.72,-0.0109,3.3988,1.0623
19619,1,1,1,8.8,0,0,91.20,-0.0106,3.4033,1.0330
19620,1,1,1,9.8,0,0,83.48,-0.0106,3.4033,1.0330
19621,1,1,1,8.4,0,0,82.29,-0.0106,3.4033,1.0330
19622,1,1,1,8.5,0,0,57.04,-0.0109,2.5997,1.0577
19623,1,1,1,10.4,0,0,123.03,-0.0109,2.5997,1.0577
19624,1,1,1,9.4,0,0,104.61,-0.0109,2.5997,1.0577
19625,1,1,1,9.4,0,0,98.89,-0.0105,2.8034,1.0359
19626,1,1,1,9.1,0,0,72.13,-0.0105,2.8034,1.0359
19627,1,1,1,9.2,0,0,97.92,-0.0105,2.8034,1.0359
